ETA,VIN,Year,Model,Hold Status,Pre-Sold,Shipping Status,Total MSRP,Exterior Color,Interior Color,Distance,Dealer,Dealer Website,SmartPath,Options
2024-02-03,JTMEB3FV5RD181624,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50823,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,87,Mojave Toyota of Barstow,https://www.mojavetoyotaofbarstow.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2024-03-28,JTMEB3FVXRD192408,2024,RAV4 Prime XSE,Available,False,At dealer,50654,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,17,Longo Toyota,https://www.longotoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-04-18,JTMEB3FV3RD197742,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50594,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,166,Freeway Toyota of Hanford,https://www.freewaytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-04-30,JTMEB3FV6RD201380,2024,RAV4 Prime XSE,Available,False,At dealer,52291,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,114,Mossy Toyota,https://www.mossytoyota.com,False,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Running Boards[installed_msrp] | Weather Package"
2024-05-02,JTMEB3FV0RD198749,2024,RAV4 Prime XSE,,False,At dealer,51412,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,4,Bob Smith Toyota,https://www.bobsmithtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-05-02,JTMEB3FV1RD199084,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50963,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,87,Mojave Toyota of Barstow,https://www.mojavetoyotaofbarstow.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-05-07,JTMEB3FVXRD202807,2024,RAV4 Prime XSE,Available,False,At dealer,50168,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,24,Envision Toyota of West Covina,https://www.toyotawestcovina.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | ENVISION PROTECTION PACKAGE | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package | Zurich Shield
2024-05-14,JTMEB3FV4RD200048,2024,RAV4 Prime XSE,,False,At dealer,51402,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,15,Toyota Santa Monica,https://www.toyotasantamonica.com,False,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-05-15,JTMEB3FV4RD201054,2024,RAV4 Prime XSE,,False,At dealer,51427,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,132,Toyota Chula Vista,https://www.toyotachulavista.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-05-17,JTMEB3FV4RD202396,2024,RAV4 Prime XSE,Available,False,At dealer,50963,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,17,Longo Toyota,https://www.longotoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-05-29,JTMEB3FV2RD203546,2024,RAV4 Prime XSE,,False,At dealer,50898,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,17,Longo Toyota,https://www.longotoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-05-30,JTMEB3FV0RD204274,2024,RAV4 Prime XSE,Available,False,At dealer,51238,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,24,Envision Toyota of West Covina,https://www.toyotawestcovina.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | ENVISION PROTECTION PACKAGE | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package | Zurich Shield
2024-06-01,JTMEB3FV8RD204362,2024,RAV4 Prime XSE,,False,At dealer,51033,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,25,Fletcher Jones Toyota of Carson,https://www.toyotacarson.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-07,JTMEB3FV9RD204970,2024,RAV4 Prime XSE,Available,False,At dealer,51099,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,21,Manhattan Beach Toyota,https://www.manhattanbeachtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-06-09,JTMEB3FV6RD205638,2024,RAV4 Prime XSE,,False,At dealer,50878,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,57,Toyota of San Bernardino,https://www.toyotasb.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | KARR Upgraded Factory Security System | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-09,JTMEB3FV9RD205844,2024,RAV4 Prime XSE,,False,At dealer,51233,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,91,Toyota Carlsbad,https://www.toyotacarlsbad.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-14,JTMEB3FV0RD207451,2024,RAV4 Prime XSE,Available,False,At dealer,51458,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,24,Envision Toyota of West Covina,https://www.toyotawestcovina.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | ENVISION PROTECTION PACKAGE | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package | Zurich Shield
2024-06-20,JTMEB3FVXRD207215,2024,RAV4 Prime XSE,,False,At dealer,51232,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,132,Toyota Chula Vista,https://www.toyotachulavista.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-22,JTMEB3FV1RD207944,2024,RAV4 Prime XSE,,False,At dealer,50963,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,87,Mojave Toyota of Barstow,https://www.mojavetoyotaofbarstow.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-22,JTMEB3FV7RD207589,2024,RAV4 Prime XSE,DealerHold,False,At dealer,51292,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,28,AutoNation Toyota Buena Park,https://www.autonationtoyotabuenapark.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-06-24,JTMEB3FV3RD206701,2024,RAV4 Prime XSE,Available,False,At dealer,50433,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,27,West Coast Toyota of Long Beach,https://www.westcoasttoyotalb.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-06-28,JTMEB3FV5RD208661,2024,RAV4 Prime XSE,,False,At dealer,51058,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,24,Puente Hills Toyota,https://www.puentehillstoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | KARR Security System | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Ultimate Protection Package | Weather Package
2024-06-28,JTMEB3FVXRD208087,2024,RAV4 Prime XSE,,False,At dealer,50813,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,28,AutoNation Toyota Buena Park,https://www.autonationtoyotabuenapark.com,True,50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Carpet Mat Package[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-02,JTMEB3FV0RD210477,2024,RAV4 Prime XSE,Available,False,At dealer,50923,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,80,Temecula Valley Toyota,https://www.tvtoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-02,JTMEB3FV4RD208232,2024,RAV4 Prime XSE,,False,At dealer,51033,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,123,Larry H. Miller Toyota Lemon Grove,https://www.lhmtoyotalemongrove.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-02,JTMEB3FVXRD208333,2024,RAV4 Prime XSE,,False,At dealer,50878,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,10,Toyota of Downtown LA,https://www.toyotaofdowntownla.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-04,JTMEB3FV0RD208583,2024,RAV4 Prime XSE,Available,False,At dealer,51458,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,119,I-10 Toyota,https://www.i-10toyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-07-05,JTMEB3FV1RD208415,2024,RAV4 Prime XSE,,False,At dealer,50993,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,22,South Bay Toyota,https://www.southbaytoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-07-05,JTMEB3FV3RD208772,2024,RAV4 Prime XSE,,False,At dealer,51257,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,317,Lodi Toyota,https://www.loditoyota.com,False,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-07-05,JTMEB3FV7RD209939,2024,RAV4 Prime XSE,Available,False,At dealer,50813,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,408,Oroville Toyota,https://www.orovilletoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-05,JTMEB3FV8RD209514,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50593,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,16,Marina del Rey Toyota,https://www.marinadelreytoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | KARR Security System | Portfolio Appearance Protection | Portfolio SafeCat | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2024-07-06,JTMEB3FV2RD211081,2024,RAV4 Prime XSE,,False,At dealer,50034,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,351,Toyota Marin,https://www.toyotamarin.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-07-07,JTMEB3FV7RD210492,2024,RAV4 Prime XSE,,False,At dealer,51472,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,123,Larry H. Miller Toyota Lemon Grove,https://www.lhmtoyotalemongrove.com,False,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-07-08,JTMEB3FVXRD209966,2024,RAV4 Prime XSE,Available,False,At dealer,50793,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,30,Toyota of Anaheim,https://www.toyotaofanaheim.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-09,JTMEB3FV9RD210008,2024,RAV4 Prime XSE,,False,At dealer,51472,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,132,Toyota Chula Vista,https://www.toyotachulavista.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-07-10,JTMEB3FV3RD209940,2024,RAV4 Prime XSE,Available,False,At dealer,50034,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,35,Toyota Place,https://www.toyotaplace.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2024-07-10,JTMEB3FV3RD210425,2024,RAV4 Prime XSE,,False,At dealer,50743,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,223,Centennial Toyota,https://www.centennialtoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-10,JTMEB3FV6RD209835,2024,RAV4 Prime XSE,Available,False,At dealer,50883,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,130,Toyota of Santa Maria,https://www.toyotasm.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-10,JTMEB3FV6RD211469,2024,RAV4 Prime XSE,Available,False,At dealer,50034,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,43,South Coast Toyota,https://www.southcoasttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2024-07-10,JTMEB3FV8RD210985,2024,RAV4 Prime XSE,Available,False,At dealer,50034,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,43,South Coast Toyota,https://www.southcoasttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2024-07-11,JTMEB3FV5RD209678,2024,RAV4 Prime XSE,,False,At dealer,51033,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,132,Toyota Chula Vista,https://www.toyotachulavista.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-11,JTMEB3FV6RD209768,2024,RAV4 Prime XSE,DealerHold,False,At dealer,51233,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,91,Toyota Carlsbad,https://www.toyotacarlsbad.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-07-11,JTMEB3FVXRD211703,2024,RAV4 Prime XSE,,False,At dealer,51252,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,257,Toyota Salinas,https://www.toyotasalinas.com,False,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-07-12,JTMEB3FV4RD210322,2024,RAV4 Prime XSE,DealerHold,False,At dealer,51033,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,119,Norm Reeves Toyota San Diego,https://www.normreevestoyotasandiego.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-13,JTMEB3FV1RD208995,2024,RAV4 Prime XSE,,False,At dealer,50968,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,248,Merced Toyota,https://www.mercedtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-13,JTMEB3FV3RD211445,2024,RAV4 Prime XSE,Available,False,At dealer,50808,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,359,Novato Toyota,https://www.novatotoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-15,JTMEB3FV4RD210806,2024,RAV4 Prime XSE,,False,At dealer,50697,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,27,DCH Toyota of Torrance,https://www.torrancetoyota.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package"
2024-07-16,JTMEB3FV0RD211161,2024,RAV4 Prime XSE,,False,At dealer,50493,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,21,Manhattan Beach Toyota,https://www.manhattanbeachtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-07-16,JTMEB3FV1RD211654,2024,RAV4 Prime XSE,,False,At dealer,50253,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,49,AutoNation Toyota Irvine,https://www.autonationtoyotairvine.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Dent Protection 3 Years | Door Edge and Door Handle Cup Guards | Mudguards[installed_msrp] | Permaplate 3 Years | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-07-16,JTMEB3FV9RD212129,2024,RAV4 Prime XSE,Available,False,At dealer,50808,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,352,Carson City Toyota,https://www.carsoncitytoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-07-16,JTMEB3FVXRD211071,2024,RAV4 Prime XSE,Available,False,At dealer,50898,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,5,Toyota of Hollywood,https://www.hollywoodtoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
