ETA,VIN,Year,Model,Hold Status,Pre-Sold,Shipping Status,Total MSRP,Exterior Color,Interior Color,Distance,Dealer,Dealer Website,SmartPath,Options
2024-09-14,JTMEB3FV7RD220665,2024,RAV4 Prime XSE,,False,Factory to port,51662,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,4,Bob Smith Toyota,https://www.bobsmithtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-14,JTMEB3FV9R131BO05,2024,RAV4 Prime XSE,,False,Factory to port,51388,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,44,Crown Toyota,https://www.crowntoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | MAX SHIELD | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-14,JTMEB3FV9R131BO22,2024,RAV4 Prime XSE,,False,Factory to port,51232,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,91,Toyota Carlsbad,https://www.toyotacarlsbad.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-14,JTMEB3FVXR131BO00,2024,RAV4 Prime XSE,,False,Factory to port,51657,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,126,Dalton Toyota National City,https://www.toyotadalton.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | COMPLIMENTARY 1 YEAR CILAJET AND 1 YEAR WINDSHIELD PROTECTION | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-14,JTMEB3FVXR131BO31,2024,RAV4 Prime XSE,,False,Factory to port,50678,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,25,Fletcher Jones Toyota of Carson,https://www.toyotacarson.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-09-14,JTMEB3FVXRD220515,2024,RAV4 Prime XSE,,False,Factory to port,51827,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,35,Toyota Place,https://www.toyotaplace.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
2024-09-15,JTMEB3FV1R131BO01,2024,RAV4 Prime XSE,,False,Factory to port,51323,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,23,Toyota of Whittier,https://www.toyotaofwhittier.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-15,JTMEB3FV1RD219978,2024,RAV4 Prime XSE,,False,Factory to port,51657,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,115,Kearny Mesa Toyota,https://www.kearnymesatoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-15,JTMEB3FV2R131BO24,2024,RAV4 Prime XSE,,False,Factory to port,50898,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,23,Toyota of Whittier,https://www.toyotaofwhittier.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-15,JTMEB3FV5RD220633,2024,RAV4 Prime XSE,,False,Factory to port,50968,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,22,Envision Toyota of Norwalk,https://www.norwalktoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package | Zurich Shield | xpel Preferred Protection Film
2024-09-15,JTMEB3FV8RD220397,2024,RAV4 Prime XSE,,False,Factory to port,51323,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,27,Toyota of Glendora,https://www.toyotaofglendora.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-15,JTMEB3FVXRD220353,2024,RAV4 Prime XSE,,False,Factory to port,50898,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,12,Culver City Toyota,https://www.culvercitytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-16,JTMEB3FV2RD220024,2024,RAV4 Prime XSE,,False,Factory to port,51148,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,42,Tustin Toyota,https://www.tustintoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-16,JTMEB3FV2RD220735,2024,RAV4 Prime XSE,,False,Factory to port,51577,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,37,Toyota of Orange,https://www.toyotaoforange.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | No Lemon Protection Package | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-09-16,JTMEB3FV3RD220243,2024,RAV4 Prime XSE,,False,Factory to port,52082,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,37,Toyota of Orange,https://www.toyotaoforange.com,True,"50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Carpet Mat Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | No Lemon Protection Package | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
2024-09-16,JTMEB3FV6R131BO26,2024,RAV4 Prime XSE,,False,Factory to port,50034,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,43,South Coast Toyota,https://www.southcoasttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2024-09-16,JTMEB3FV6RD220575,2024,RAV4 Prime XSE,,False,Factory to port,50459,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,43,South Coast Toyota,https://www.southcoasttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2024-09-16,JTMEB3FV8RD220299,2024,RAV4 Prime XSE,,False,Factory to port,51303,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,10,Toyota of Downtown LA,https://www.toyotaofdowntownla.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-16,JTMEB3FV9RD220506,2024,RAV4 Prime XSE,,False,Factory to port,51652,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,42,Tustin Toyota,https://www.tustintoyota.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-09-18,JTMEB3FV0R131BO23,2024,RAV4 Prime XSE,,False,Factory to port,51582,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,130,Toyota of Santa Maria,https://www.toyotasm.com,True,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-09-18,JTMEB3FV0RD220426,2024,RAV4 Prime XSE,,False,Factory to port,51232,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,114,Mossy Toyota,https://www.mossytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-18,JTMEB3FV0RD220460,2024,RAV4 Prime XSE,,False,Factory to port,51232,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,119,Norm Reeves Toyota San Diego,https://www.normreevestoyotasandiego.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-18,JTMEB3FV0RD220555,2024,RAV4 Prime XSE,,False,Factory to port,51766,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,21,Frontier Toyota,https://www.frontiertoyota.com,True,"50 State Emissions | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Carpet Mat Package[installed_msrp] | Custom Door Edge Guards and Door Sill Protection Package | Door Sill Protectors[installed_msrp] | KARR Security System | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
2024-09-18,JTMEB3FV1RD220743,2024,RAV4 Prime XSE,,False,Factory to port,51088,Supersonic Red/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,21,Frontier Toyota,https://www.frontiertoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Custom Door Edge Guards and Door Sill Protection Package | First Aid Kit w/ PPE[installed_msrp] | KARR Security System | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-18,JTMEB3FV2RD220038,2024,RAV4 Prime XSE,,False,Factory to port,51243,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,130,Toyota of Santa Maria,https://www.toyotasm.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-09-18,JTMEB3FV3R131BO33,2024,RAV4 Prime XSE,,False,Factory to port,51033,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,130,Toyota of Santa Maria,https://www.toyotasm.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-18,JTMEB3FV6RD220009,2024,RAV4 Prime XSE,,False,Factory to port,51232,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,114,Mossy Toyota,https://www.mossytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-09-20,JTMEB3FV0R131BO06,2024,RAV4 Prime XSE,,False,Factory to port,51063,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,24,Envision Toyota of West Covina,https://www.toyotawestcovina.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | ENVISION PROTECTION PACKAGE | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package | Zurich Shield
Unknown,JTMEB3FV0RD213718,2024,RAV4 Prime XSE,,True,Factory to port,50813,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,349,Avondale Toyota,https://www.avondaletoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD213749,2024,RAV4 Prime XSE,,False,Factory to port,51173,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,42,Tustin Toyota,https://www.tustintoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD213802,2024,RAV4 Prime XSE,DealerHold,True,Factory to port,51303,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,347,Folsom Lake Toyota,https://www.folsomlaketoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD213833,2024,RAV4 Prime XSE,,False,Port to dealer,50529,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,35,Beach Cities Toyota Westminster,https://www.beachcitiestoyotawestminster.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
Unknown,JTMEB3FV0RD213993,2024,RAV4 Prime XSE,,False,Factory to port,50898,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,108,Toyota of The Desert,https://www.toyotaofthedesert.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD214111,2024,RAV4 Prime XSE,,False,Factory to port,51593,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,114,Mossy Toyota,https://www.mossytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD214139,2024,RAV4 Prime XSE,,False,Factory to port,51398,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,349,Toyota of Vallejo,https://www.toyotavallejo.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD214285,2024,RAV4 Prime XSE,,False,Factory to port,51238,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,25,Fletcher Jones Toyota of Carson,https://www.toyotacarson.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD214383,2024,RAV4 Prime XSE,,False,Factory to port,51607,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,4,Toyota of Glendale,https://www.toyotaofglendale.com,True,"50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Carpet Mat Package[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
Unknown,JTMEB3FV0RD214626,2024,RAV4 Prime XSE,,False,Factory to port,51337,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,4,Toyota of Glendale,https://www.toyotaofglendale.com,True,"50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Carpet Mat Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package"
Unknown,JTMEB3FV0RD214805,2024,RAV4 Prime XSE,,False,Factory to port,50949,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,21,Manhattan Beach Toyota,https://www.manhattanbeachtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD214903,2024,RAV4 Prime XSE,,False,Factory to port,50898,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,33,Claremont Toyota,https://www.claremonttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | CILAJET | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package | Wheel Locks | XPEL Ceramic Express | XPEL Paint Protection Door Cups & Door Edge Guards | XPEL-NANO-CERAMIC-WINDOW-TINT - Door Cups | XPEL-Paint Protection Partial Hood & Fender Fronts
Unknown,JTMEB3FV0RD215081,2024,RAV4 Prime XSE,,False,Factory to port,51658,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,114,Mossy Toyota,https://www.mossytoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
Unknown,JTMEB3FV0RD215131,2024,RAV4 Prime XSE,,False,Factory to port,49969,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,366,Fallon Ford Toyota,https://www.fallontoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Special Color
Unknown,JTMEB3FV0RD215324,2024,RAV4 Prime XSE,,False,Port to dealer,50414,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,198,Toyota of Clovis,https://www.toyotaofclovis.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD215338,2024,RAV4 Prime XSE,,False,Factory to port,51323,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,33,Claremont Toyota,https://www.claremonttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | CILAJET | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package | Wheel Locks | XPEL Ceramic Express | XPEL Paint Protection Door Cups & Door Edge Guards | XPEL-NANO-CERAMIC-WINDOW-TINT - Door Cups | XPEL-Paint Protection Partial Hood & Fender Fronts
Unknown,JTMEB3FV0RD215842,2024,RAV4 Prime XSE,,False,Factory to port,50968,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,319,AutoNation Toyota Hayward,https://www.autonationtoyotahayward.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD216909,2024,RAV4 Prime XSE,,False,Factory to port,50674,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,494,Lithia Toyota of Redding,https://www.lithiatoyotaredding.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD217235,2024,RAV4 Prime XSE,,False,Factory to port,50578,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,339,Toyota of Surprise,https://www.toyotaofsurprise.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Special Color
Unknown,JTMEB3FV0RD219308,2024,RAV4 Prime XSE,,False,Factory to port,51412,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,4,Bob Smith Toyota,https://www.bobsmithtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
Unknown,JTMEB3FV0RD219471,2024,RAV4 Prime XSE,,False,Factory to port,51587,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,132,Toyota Chula Vista,https://www.toyotachulavista.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
